detector_type,rule_id,category,pattern,matched_phrase,expected_term,severity,confidence,retrieved_papers,source
tortured_phrase,TP-07934,tortured_phrase,"""Hollow Consumer Square""",Hollow Consumer Square,Dell computer corporation,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07935,tortured_phrase,"""sci-pack to learn""",sci-pack to learn,scikit-learn,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07936,tortured_phrase,"""detour band recurrence""",detour band recurrence,detour band frequency,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07937,tortured_phrase,"""close-by interpretable model-freethinker explanations""",close-by interpretable model-freethinker explanations,local interpretable model-agnostic explanations,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07938,tortured_phrase,"""avoidance is better than fix""",avoidance is better than fix,prevention is better than cure,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07939,tortured_phrase,"""phantom spatial system""",phantom spatial system,spectral-spatial framework,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07940,tortured_phrase,"""Disease of the Nasal Hole""",Disease of the Nasal Hole,???,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07941,tortured_phrase,"""Teager vitality administrator""",Teager vitality administrator,Teager-Kaiser energy operator,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07942,tortured_phrase,"""anticipate protest esteems""",anticipate protest esteems,"?? (\""predict object(?) values\""?)",medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07943,tortured_phrase,"""range motion retread""",range motion retread,Integer Wavelet Transform (IWT),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07944,tortured_phrase,"""moo misfortune of vitality""",moo misfortune of vitality,low loss of energy (?),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07945,tortured_phrase,"""frontal cortex local area""",frontal cortex local area,neural network,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07946,tortured_phrase,"""room inspiration response""",room inspiration response,Room Impulse Response (RIR),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07947,tortured_phrase,"""planning and testing correctness""",planning and testing correctness,training and testing accuracy,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07948,tortured_phrase,"""scientific photo type duties""",scientific photo type duties,medical image classification tasks,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07949,tortured_phrase,"""ground-truth names (comments)""",ground-truth names (comments),ground-truth labels,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07950,tortured_phrase,"""multi-get to edge registering""",multi-get to edge registering,multi-access edge computing (MEC),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07951,tortured_phrase,"""decay of wavelet bundle""",decay of wavelet bundle,wavelet packet decomposition,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07952,tortured_phrase,"""multi-moulded preparing""",multi-moulded preparing,multiconditioned training,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07953,tortured_phrase,"""focus key ambassador""",focus key ambassador,trusted key centre (TKC),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07954,tortured_phrase,"""Packaged Remuneration for Care Update Initiative""",Packaged Remuneration for Care Update Initiative,Bundled Payments for Care Improvement Initiative (US healthcare),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07955,tortured_phrase,"""body-area organize""",body-area organize,body area network,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07956,tortured_phrase,"""upgraded fluffy c-implies""",upgraded fluffy c-implies,Intuitionistic Fuzzy C-Means (IFCM),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07957,tortured_phrase,"""shark-level interpretability""",shark-level interpretability,???,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07958,tortured_phrase,"""multi-role Perroak""",multi-role Perroak,multi-layer perceptron (MLP),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07959,tortured_phrase,"""half and half diode""",half and half diode,hybrid diode,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07960,tortured_phrase,"""to debase dead plant and creature matter""",to debase dead plant and creature matter,to degrade dead plant and animal matter,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07961,tortured_phrase,"""auto acquainted systems""",auto acquainted systems,auto associative networks,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07962,tortured_phrase,"""peevish gut condition""",peevish gut condition,irritable bowels syndrome,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07963,tortured_phrase,"""Code arranger Studio (CCS)""",Code arranger Studio (CCS),Code Composer Studio (CCS) [software],medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07964,tortured_phrase,"""weighted component choice""",weighted component choice,weighted feature selection,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07965,tortured_phrase,"""confinement of the protein groupings""",confinement of the protein groupings,protein localization,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07966,tortured_phrase,"""Yank Airlines""",Yank Airlines,American Airlines,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07967,tortured_phrase,"""social building techniques""",social building techniques,social engineering (attack),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07968,tortured_phrase,"""Motif co-event network""",Motif co-event network,Motif Co-occurrence Matrix (MCM),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07969,tortured_phrase,"""ghastly list of capabilities""",ghastly list of capabilities,spectral feature set,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07970,tortured_phrase,"""fluffy smoothing channel""",fluffy smoothing channel,fuzzy smoothing channel,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07971,tortured_phrase,"""charge variation algorithm""",charge variation algorithm,rate adaptation algorithm,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07972,tortured_phrase,"""atomic progression (MD)""",atomic progression (MD),molecular dynamic,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07973,tortured_phrase,"""proton trade membrane gasoline mobileular""",proton trade membrane gasoline mobileular,proton exchange membrane fuel cell,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07974,tortured_phrase,"""solid type of proficiency""",solid type of proficiency,strong form of efficiency,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07975,tortured_phrase,"""debased in wonderful""",debased in wonderful,degraded in quality,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07976,tortured_phrase,"""watch hop process""",watch hop process,watch jump process,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07977,tortured_phrase,"""time-yield appraisal""",time-yield appraisal,Time-Delay Estimation (TDE),medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07978,tortured_phrase,"""one hundred-800 nm""",one hundred-800 nm,100-800 nm,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07979,tortured_phrase,"""discontinuous cosine change""",discontinuous cosine change,discrete cosine transform,medium,0.87,1,🤷_tortured.csv
tortured_phrase,TP-07980,tortured_phrase,"""fractious inside disorder""",fractious inside disorder,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07981,tortured_phrase,"""Progressive Metering Architecture""",Progressive Metering Architecture,Advanced Metering Infrastructure (AMI),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07982,tortured_phrase,"""higher-reimbursement countries""",higher-reimbursement countries,higher-income countries,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07983,tortured_phrase,"""touchy entrails disorder""",touchy entrails disorder,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07984,tortured_phrase,"""Casting A Ballot Exhortation Applications (VAAS)""",Casting A Ballot Exhortation Applications (VAAS),Voting Advice Applications (VAAS),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07985,tortured_phrase,"""class segregating measure""",class segregating measure,Compound dissimilarity measure (CDM),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07986,tortured_phrase,"""underground creepy crawly area""",underground creepy crawly area,ant colony,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07987,tortured_phrase,"""fake commotions"" AND ""artificial noise""",fake commotions,artificial noise,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07988,tortured_phrase,"""Consideration Deficiency/hyperactivity Problem (ADHD)""",Consideration Deficiency/hyperactivity Problem (ADHD),Attention-deficit/hyperactivity Disorder (ADHD),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07989,tortured_phrase,"""Normal Security And Guard Strategy (CSDP)""",Normal Security And Guard Strategy (CSDP),Common Security And Defense Policy (CSDP),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07990,tortured_phrase,"""speech word acknowledgement""",speech word acknowledgement,speech recognition,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07991,tortured_phrase,"""fleecy logical""",fleecy logical,fuzzy logic,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07992,tortured_phrase,"""Lewy frame sickness""",Lewy frame sickness,Lewy Body Disease,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07993,tortured_phrase,"""Focal Insight Organization (CIA)""",Focal Insight Organization (CIA),Central Intelligence Agency (CIA),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07994,tortured_phrase,"""Board For Shared Monetary Guide (COMECON)""",Board For Shared Monetary Guide (COMECON),Council For Mutual Economic Aid (COMECON),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07995,tortured_phrase,"""European Financial And Money Related Association (EMU)""",European Financial And Money Related Association (EMU),European Economic And Monetary Union (EMU),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07996,tortured_phrase,"""differential condition"" AND ""2nd request""",differential condition,differential equation AND 2nd order,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07997,tortured_phrase,"""Prophet 21c""",Prophet 21c,Oracle 21c,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07998,tortured_phrase,"""discrete Fu Liye change""",discrete Fu Liye change,Discrete Fourier Transform,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-07999,tortured_phrase,"""case-unstable"" AND ""case-insensitive""",case-unstable,case-insensitive (text),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08000,tortured_phrase,"""ruddy grape pomace""",ruddy grape pomace,???,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08001,tortured_phrase,"""explanation of qualities"" AND ""annotation of genes""",explanation of qualities,annotation of genes,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08002,tortured_phrase,"""outfit, troupe""","outfit, troupe","ensemble (as in \""ensemble learning\"")",medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08003,tortured_phrase,"""European Security And Protection Strategy (ESDP)""",European Security And Protection Strategy (ESDP),European Security And Defence Policy (ESDP),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08004,tortured_phrase,"""General Settlement On Exchange Administrations (GATS)""",General Settlement On Exchange Administrations (GATS),General Agreement On Trade In Services (GATS),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08005,tortured_phrase,"""p-toluenesulfonic corrosive""",p-toluenesulfonic corrosive,p-toluenesulfonic acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08006,tortured_phrase,"""username and secret phrase sort of information based confirmation""",username and secret phrase sort of information based confirmation,username and password,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08007,tortured_phrase,"""drearily gathering blood""",drearily gathering blood,repeatedly collecting blood,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08008,tortured_phrase,"""Link News Organization (CNN)""",Link News Organization (CNN),Cable News Network (CNN),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08009,tortured_phrase,"""Computerized Flexible Circle (DVD)""",Computerized Flexible Circle (DVD),Digital Versatile Disc (DVD),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08010,tortured_phrase,"""North American Streamlined Commerce Affiliation (NAFTA)""",North American Streamlined Commerce Affiliation (NAFTA),North American Free Trade Association (NAFTA),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08011,tortured_phrase,"""asset depiction skeleton""",asset depiction skeleton,Resource Description Framework (RDF),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08012,tortured_phrase,"""sectioned surface pictures""",sectioned surface pictures,segmented images,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08013,tortured_phrase,"""preparing clusters"" AND ""training batches""",preparing clusters,training batches,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08014,tortured_phrase,"""Gross Public Item (GNP)""",Gross Public Item (GNP),Gross National Product (GNP),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08015,tortured_phrase,"""hypofluorous corrosive""",hypofluorous corrosive,hypofluorous acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08016,tortured_phrase,"""Irish Conservative Armed Force (IRA)""",Irish Conservative Armed Force (IRA),Irish Republican Army (IRA),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08017,tortured_phrase,"""Melody's hunt calculation""",Melody's hunt calculation,Song's search algorithm,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08018,tortured_phrase,"""Pc Helped Testing (CAT)""",Pc Helped Testing (CAT),Computer-aided Testing (CAT),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08019,tortured_phrase,"""European People Group (EC)""",European People Group (EC),European Community (EC),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08020,tortured_phrase,"""fractious entrails syndrome""",fractious entrails syndrome,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08021,tortured_phrase,"""lingo, teeth""","lingo, teeth","tongue, teeth",medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08022,tortured_phrase,"""mesylic corrosive""",mesylic corrosive,mesylic acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08023,tortured_phrase,"""European Swapping Scale Component (ERM)""",European Swapping Scale Component (ERM),European Exchange Rate Mechanism (ERM),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08024,tortured_phrase,"""vegetation electron microscope""",vegetation electron microscope,low-energy electron microscopy,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08025,tortured_phrase,"""figure text just assault""",figure text just assault,ciphertext-only attack (?) (a cryptanalysis attack),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08026,tortured_phrase,"""hydroiodic corrosive""",hydroiodic corrosive,hydroiodic acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08027,tortured_phrase,"""flag-bearer mRNA""",flag-bearer mRNA,messenger mRNA,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08028,tortured_phrase,"""touchy gut condition""",touchy gut condition,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08029,tortured_phrase,"""k-crease validation""",k-crease validation,k-fold validation,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08030,tortured_phrase,"""methanesulfonic corrosive""",methanesulfonic corrosive,methanesulfonic acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08031,tortured_phrase,"""feathery grouping""",feathery grouping,fuzzy clustering,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08032,tortured_phrase,"""Ox-like Spongiform Encephalitis (BSE)""",Ox-like Spongiform Encephalitis (BSE),Bovine Spongiform Encephalitis (BSE),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08033,tortured_phrase,"""suick free part examination""",suick free part examination,Fast Independent Component Analysis (FastICA),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08034,tortured_phrase,"""current underhanded deed""",current underhanded deed,current fraud attempt,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08035,tortured_phrase,"""fractious gut disorder""",fractious gut disorder,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08036,tortured_phrase,"""shut circle supply administration""",shut circle supply administration,closed-loop reservoir management (CLRM),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08037,tortured_phrase,"""North Atlantic Deal Association (NATO)""",North Atlantic Deal Association (NATO),North Atlantic Treaty Organization (NATO),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08038,tortured_phrase,"""unnatural intellect methods""",unnatural intellect methods,artificial intelligence techniques,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08039,tortured_phrase,"""feathered creature species recognizable proof""",feathered creature species recognizable proof,bird species identification,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08040,tortured_phrase,"""optic exhibit"" AND ""visual display""",optic exhibit,visual display,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08041,tortured_phrase,"""Esteem Added Expense (VAT)""",Esteem Added Expense (VAT),Value Added Tax (VAT),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08042,tortured_phrase,"""timeframe power watching framework""",timeframe power watching framework,real-time energy monitoring system,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08043,tortured_phrase,"""RNA–DNA acknowledgment""",RNA–DNA acknowledgment,RNA–DNA complementarity?,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08044,tortured_phrase,"""standards to acquire"" AND ""criteria to obtain""",standards to acquire,criteria to obtain,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08045,tortured_phrase,"""complicated dielectric steady""",complicated dielectric steady,complex dielectric constant,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08046,tortured_phrase,"""fluorosulfuric corrosive""",fluorosulfuric corrosive,fluorosulfuric acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08047,tortured_phrase,"""Chorionic Villus Examining (CVS)""",Chorionic Villus Examining (CVS),Chorionic Villus Sampling (CVS),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08048,tortured_phrase,"""dark level coevent grid""",dark level coevent grid,Gray-Level Co-Occurrence Matrix (GLCM),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08049,tortured_phrase,"""visible mild verbal exchange""",visible mild verbal exchange,visible light communication,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08050,tortured_phrase,"""polystyrene sulfonic corrosive""",polystyrene sulfonic corrosive,polystyrene sulfonic acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08051,tortured_phrase,"""touchy inside syndrome""",touchy inside syndrome,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08052,tortured_phrase,"""pancreas glitches""",pancreas glitches,pancreas pain?,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08053,tortured_phrase,"""pictures with comments"" and ""annotated images""",pictures with comments,annotated images,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08054,tortured_phrase,"""swell in greehouse gas emissions""",swell in greehouse gas emissions,increase in greenhouse gas emissions,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08055,tortured_phrase,"""differential condition"" AND ""1st request""",differential condition,differential equation AND 1st order,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08056,tortured_phrase,"""double shaft radiation""",double shaft radiation,dual-beam radiation,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08057,tortured_phrase,"""Worldwide Work Association (ILO)""",Worldwide Work Association (ILO),International Labour Organization (ILO),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08058,tortured_phrase,"""fleecy induction""",fleecy induction,fuzzy induction,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08059,tortured_phrase,"""fractious entrails disorder""",fractious entrails disorder,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08060,tortured_phrase,"""Venereal Illnesses (VD)""",Venereal Illnesses (VD),Venereal Diseases (VD),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08061,tortured_phrase,"""European Financial And Money Related Association (EEMU)""",European Financial And Money Related Association (EEMU),European Economic And Monetary Union (EEMU),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08062,tortured_phrase,"""European Streamlined Commerce Affiliation (EFTA)""",European Streamlined Commerce Affiliation (EFTA),European Free Trade Association (EFTA),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08063,tortured_phrase,"""Crown Indictment Administration (CPS)""",Crown Indictment Administration (CPS),Crown Prosecution Service (CPS),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08064,tortured_phrase,"""spoken language acknowledgement"" AND ""spoken language recognition""",spoken language acknowledgement,spoken language recognition,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08065,tortured_phrase,"""k-infers bunching""",k-infers bunching,k-means clustering,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08066,tortured_phrase,"""Neighborhood Instruction Specialists (LEAS)""",Neighborhood Instruction Specialists (LEAS),Local Education Authorities (LEAS),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08067,tortured_phrase,"""Coordinated Administrations Advanced Organization (ISDN)""",Coordinated Administrations Advanced Organization (ISDN),Integrated Services Digital Network (ISDN),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08068,tortured_phrase,"""typical, generous, and insult""","typical, generous, and insult","normal, benign, and malign",medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08069,tortured_phrase,"""expert bunche""",expert bunche,Expert group,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08070,tortured_phrase,"""Extraordinary Instructive Necessities (SEN)""",Extraordinary Instructive Necessities (SEN),Special Educational Needs (SEN),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08071,tortured_phrase,"""Intra-uterine Gadgets (IUD)""",Intra-uterine Gadgets (IUD),Intra-uterine Devices (IUD),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08072,tortured_phrase,"""preparation bunches"" AND ""training batches""",preparation bunches,training batches,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08073,tortured_phrase,"""underground creepy crawly settlement""",underground creepy crawly settlement,ant colony,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08074,tortured_phrase,"""silly contemplation""",silly contemplation,probably dysfunctional belief,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08075,tortured_phrase,"""self-arranging counterfeit neural organizations""",self-arranging counterfeit neural organizations,self-organizing artificial neural networks,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08076,tortured_phrase,"""Cross-boundary Participation (CBC)""",Cross-boundary Participation (CBC),Cross-border Cooperation (CBC),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08077,tortured_phrase,"""fledgling species distinguishing proof""",fledgling species distinguishing proof,bird species identification,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08078,tortured_phrase,"""strait and recursive recurrence""",strait and recursive recurrence,recursive algorithm,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08079,tortured_phrase,"""indispensable picture area""",indispensable picture area,(concept of) integral image,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08080,tortured_phrase,"""7-magnificence dataset""",7-magnificence dataset,7-class dataset,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08081,tortured_phrase,"""General Settlement On Duties And Exchange (GATT)""",General Settlement On Duties And Exchange (GATT),General Agreement On Tariffs And Trade (GATT),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08082,tortured_phrase,"""Prophet 12c""",Prophet 12c,Oracle 12c,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08083,tortured_phrase,"""tartanic corrosive""",tartanic corrosive,tartanic acid,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08084,tortured_phrase,"""Extrasensory Discernment (ESP)""",Extrasensory Discernment (ESP),Extrasensory Perception (ESP),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08085,tortured_phrase,"""meta-schooling""",meta-schooling,meta-learning,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08086,tortured_phrase,"""alone pre-preparation""",alone pre-preparation,unsupervised pre-training,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08087,tortured_phrase,"""Worldwide Work Office (ILO)""",Worldwide Work Office (ILO),International Labor Office (ILO),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08088,tortured_phrase,"""bottom band hole""",bottom band hole,bottom band gap,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08089,tortured_phrase,"""qualities were browsed"" AND ""genes were retrieved""",qualities were browsed,genes were retrieved,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08090,tortured_phrase,"""Party Of Majority Rule Communism (PDS)""",Party Of Majority Rule Communism (PDS),Party Of Democratic Socialism (PDS),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08091,tortured_phrase,"""long brief-term period memory""",long brief-term period memory,long short-term memory (LSTM),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08092,tortured_phrase,"""Extra-tactile Insight (ESP)""",Extra-tactile Insight (ESP),Extra-sensory Perception (ESP),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08093,tortured_phrase,"""fleecy grouping""",fleecy grouping,fuzzy clustering,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08094,tortured_phrase,"""inertia dimensions devices""",inertia dimensions devices,inertia measurement units (IMUs),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08095,tortured_phrase,"""Joined Together States Natural Assurance Office""",Joined Together States Natural Assurance Office,U.S Environmental Protection Agency,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08096,tortured_phrase,"""Southern Africa Improvement People Group (SADC)""",Southern Africa Improvement People Group (SADC),Southern Africa Development Community (SADC),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08097,tortured_phrase,"""European Financial Region (EEA)""",European Financial Region (EEA),European Economic Area (EEA),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08098,tortured_phrase,"""Gathering Of Eight (G8)""",Gathering Of Eight (G8),Group Of Eight (G8),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08099,tortured_phrase,"""discourse to content acknowledgement""",discourse to content acknowledgement,speech recognition,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08100,tortured_phrase,"""wolrdwide exactness""",wolrdwide exactness,global accuracy,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08101,tortured_phrase,"""European Speculation Bank (EIB)""",European Speculation Bank (EIB),European Investment Bank (EIB),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08102,tortured_phrase,"""vineyard prepare squander""",vineyard prepare squander,???,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08103,tortured_phrase,"""fowl recognizable proof""",fowl recognizable proof,bird identification,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08104,tortured_phrase,"""weighted two-sided channel""",weighted two-sided channel,weighted bilateral filter,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08105,tortured_phrase,"""peevish inside condition""",peevish inside condition,irritable bowels syndrome,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08106,tortured_phrase,"""Bhattacharyya space calculation""",Bhattacharyya space calculation,Bhattacharyya distance algorithm,medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08107,tortured_phrase,"""Association Of African Solidarity (OAU)""",Association Of African Solidarity (OAU),Organization Of African Unity (OAU),medium,0.87,0,🤷_tortured.csv
tortured_phrase,TP-08108,tortured_phrase,"""Instructive Upkeep Recompense (EMA)""",Instructive Upkeep Recompense (EMA),Educational Maintenance Allowance (EMA),medium,0.87,0,🤷_tortured.csv
