pair_id,abstract_id_a,abstract_id_b,pair_class,reviewed_verdict,review_confidence,recommended_pair_class,review_group,review_basis,review_rationale,primary_evidence,legitimate_study_context,suspicious_family,reviewer_notes,source_a,source_b
G132,32985,45374,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The strongest phase0 parallels are lncRNA upregulation, generic knockdown phenotype, qRT-PCR, and reduced xenograft growth. The downstream mechanisms and detailed reporting differ, so this is genre-template similarity rather than a pair-specific reuse call.","Additionally, the downregulation of LINC00491 impaired NSCLC cell tumor growth in vivo. | LINC00491 was overexpressed in both NSCLC tissues and cell lines. | Additionally, the LINC00958 knockdown impaired tumor growth in vivo. | LINC00958 was found to be upregulated in NPC tissue specimens and cell lines.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G133,32985,46070,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both abstracts repeat the lncRNA-ceRNA sequence with parallel expression, xenograft and target/rescue methods across unrelated cancers; probable reuse is supported.","LINC00491 was overexpressed in both NSCLC tissues and cell lines. | Additionally, the downregulation of LINC00491 impaired NSCLC cell tumor growth in vivo. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | Furthermore, CCDC144NL-AS1 knockdown impaired OS tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G134,32985,46092,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Multiple phase0 sections align: lncRNA overexpression, ceRNA mechanism, tumor-growth testing and rescue/target validation; the combination is stronger than routine assay overlap.","Mechanistically, LINC00491 functioned as a competing endogenous RNA by sponging microRNA-324-5p (miR-324-5p) in NSCLC cells. | LINC00491 was overexpressed in both NSCLC tissues and cell lines. | Mechanistically, ST7-AS1 functioned as competing endogenous RNA to increase TRPM7 expression by sponging miR-543. | ST7-AS1 was upregulated in cervical cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G135,32985,46431,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts share lncRNA overexpression, knockdown phenotype, qRT-PCR, and a ceRNA statement, but those are the standard elements of this article genre and the detailed target-validation/rescue wording is not closely repeated. This is genre-template similarity only.","LINC00491 was overexpressed in both NSCLC tissues and cell lines. | Functional investigation revealed that depleted LINC00491 facilitated cell apoptosis and decreased cell proliferation, migration, and invasion in vitro. | LINC00504 was upregulated in breast cancer tissues and cell lines. | Knocking down LINC00504 suppressed breast cancer cell proliferation, migration, and invasion and facilitated apoptosis in vitro.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G136,32985,46812,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts share a ceRNA statement, a general study aim, loss-of-function phenotype, and direct-target framing, but the detailed Methods and rescue wording do not form a distinctive repeated section. This is genre-template similarity only.","Mechanistically, LINC00491 functioned as a competing endogenous RNA by sponging microRNA-324-5p (miR-324-5p) in NSCLC cells. | Functional investigation revealed that depleted LINC00491 facilitated cell apoptosis and decreased cell proliferation, migration, and invasion in vitro. | Mechanistically, LINC00885 functioned as a competitive endogenous RNA for microRNA-432-5p (miR-432-5p) in cervical cancer. | Functionally, LINC00885 deficiency suppressed cervical cancer cell proliferation, migration, and invasion but stimulated cell apoptosis in vitro.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G137,33027,33475,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts share upregulation, knockdown phenotype, in-vivo tumor suppression, and a ceRNA mechanism, but these are broad genre elements and the Methods/target-rescue language is not closely reused. This does not support pair-specific probable reuse.","LINC01224 expression was upregulated in EOC tissues and cells. | LINC01224 depletion in EOC cells suppressed cell proliferation, migration, and invasion and facilitated cell apoptosis in vitro. | LINC00839 was upregulated in OS tissues and cell lines. | LINC00839 knockdown caused a significant reduction in OS cell proliferation, migration, and invasion in vitro.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G138,33027,33488,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Parallel qPCR, phenotype and lncRNA→miRNA→target structure appears across unrelated cancers; the repeated sequencing is sufficient for a probable reuse call.","LINC01224 depletion in EOC cells suppressed cell proliferation, migration, and invasion and facilitated cell apoptosis in vitro. | Long intergenic non-protein coding RNA 1224 (LINC01224) plays vital roles in the tumorigenesis and progression of hepatocellular carcinoma. | LINC00922 depletion restricted breast cancer cell proliferation, migration, and invasion but induced cell apoptosis in vitro. | Long intergenic non-coding RNA 922 (LINC00922) plays a critical role in the progression of lung cancer.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G139,33027,46070,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,Multiple sections follow the same lncRNA-ceRNA/rescue workflow with closely parallel expression and functional-test wording across unrelated diseases; probable reuse is supported.,LINC01224 expression was upregulated in EOC tissues and cells. | Quantitative real-time polymerase chain reaction (qRT-PCR) was used to detect LINC01224 expression in EOC tissues and cells. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | Reverse transcription quantitative polymerase chain reaction (PCR) was performed to determine the expression level of CCDC144NL-AS1 in OS tissues and cell lines.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G140,33027,46093,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts repeat the same loss-of-function phenotype, in-vivo tumor-growth result, tumor-xenograft design, and “molecular mechanism mediating oncogenic activities” framing across unrelated cancers. The repeated order supports probable template reuse.","LINC01224 depletion in EOC cells suppressed cell proliferation, migration, and invasion and facilitated cell apoptosis in vitro. | LINC01224 downregulation also hindered EOC tumor growth in vivo. | Functionally, VPS9D1-AS1 interference suppressed CRC cell proliferation, migration, and invasion and promoted cell apoptosis in vitro. | In addition, the loss of VPS9D1-AS1 hindered tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G141,33027,46431,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Strong multi-section match: expression, functional assays, mechanistic target work and “mechanisms … elucidated in detail” framing recur in the same order across unrelated cancers; this exceeds probable-only evidence.","LINC01224 depletion in EOC cells suppressed cell proliferation, migration, and invasion and facilitated cell apoptosis in vitro. | LINC01224 expression was upregulated in EOC tissues and cells. | Knocking down LINC00504 suppressed breast cancer cell proliferation, migration, and invasion and facilitated apoptosis in vitro. | LINC00504 was upregulated in breast cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Undercall: should be Confirmed.,,
G142,33027,46812,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts share the standard lncRNA loss-of-function/ceRNA workflow, but only the phenotype and broad mechanism-testing language align; there is no distinctive repeated expression/Methods/Results chain. This is genre-template similarity only.","LINC01224 depletion in EOC cells suppressed cell proliferation, migration, and invasion and facilitated cell apoptosis in vitro. | Mechanistically, LINC01224 served as a competing endogenous RNA for microRNA-485-5p (miR-485-5p) and consequently increased p21-activated kinase 4 (PAK4) expression in EOC cells. | Functionally, LINC00885 deficiency suppressed cervical cancer cell proliferation, migration, and invasion but stimulated cell apoptosis in vitro. | Mechanistically, LINC00885 functioned as a competitive endogenous RNA for microRNA-432-5p (miR-432-5p) in cervical cancer.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G143,33036,33483,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The miRNA tumor-suppressor abstracts align in expression, phenotype and clinical framing across unrelated cancers; the repeated structure is sufficient for probable reuse.","Forced upregulation of miR-769 suppressed PDAC cell proliferation, migration, and invasion in vitro; promoted apoptosis in vitro; and hindered tumor growth in vivo. | We found that miR-769 was significantly underexpressed in PDAC tissues and cell lines. | Functional experiments indicated that ectopic miR-936 expression suppressed EOC cell proliferation, migration, and invasion; promoted cell apoptosis; and decreased tumor growth in vivo. | miR-936 expression was significantly downregulated in EOC tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G144,33036,33485,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,Close results/phenotype and target-validation wording recurs across unrelated miRNA studies; probable reuse is supported.,"Forced upregulation of miR-769 suppressed PDAC cell proliferation, migration, and invasion in vitro; promoted apoptosis in vitro; and hindered tumor growth in vivo. | The low miR-769 expression significantly correlated with the TNM stage and lymph node metastasis. | Ectopic miR-675 expression suppressed PTC cell proliferation, migration, and invasion in vitro and hindered tumor growth in vivo. | A low level of miR-675 expression was significantly correlated with lymphatic metastasis and TNM stage in PTC patients.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G145,33475,33488,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,Both lncRNA papers repeat the same expression → functional phenotype → miRNA/target mechanism sequence across different cancers; probable reuse is supported.,"LINC00839 was upregulated in OS tissues and cell lines. | Bioinformatics analyses were conducted to predict the putative miRNAs that target LINC00839. | LINC00922 was clearly overexpressed in breast cancer tissues and cell lines. | Furthermore, bioinformatics analysis was performed to predict the potential target microRNA of LINC00922.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G146,33475,34106,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The main phase0 matches are qRT-PCR expression measurement, upregulation in tissues/cell lines, and a routine knockdown phenotype. The mechanism/rescue and detailed Methods wording do not closely track, so the evidence stays at genre-template level.",The expression of LINC00839 in OS tissues and cell lines was determined by quantitative reverse transcription-polymerase chain reaction. | LINC00839 was upregulated in OS tissues and cell lines. | SNHG8 expression in ESCC tissues and cell lines was determined via reverse-transcription quantitative polymerase chain reaction. | SNHG8 expression was significantly higher in ESCC tissues and cell lines.,,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G147,33475,39269,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts align across expression/prognosis, qPCR and the CCK-8/flow/Transwell/xenograft workflow; the combined multi-section match supports probable reuse.",The expression of LINC00839 in OS tissues and cell lines was determined by quantitative reverse transcription-polymerase chain reaction. | LINC00839 was upregulated in OS tissues and cell lines. | NOP14-AS1 expression was detected in TSCC tissues and cell lines using quantitative reverse transcription-polymerase chain reaction. | NOP14-AS1 upregulation was identified in TSCC tissues and cell lines.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G148,33475,45374,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts align across qRT-PCR expression measurement, lncRNA upregulation, knockdown suppression of proliferation/migration/invasion, and the same CCK-8/flow/Transwell/in-vivo functional workflow. The combined multi-section match supports probable reuse.",LINC00839 was upregulated in OS tissues and cell lines. | The expression of LINC00839 in OS tissues and cell lines was determined by quantitative reverse transcription-polymerase chain reaction. | LINC00958 was found to be upregulated in NPC tissue specimens and cell lines. | The expression profile of LINC00958 in NPC was evaluated by reverse-transcription quantitative polymerase chain reaction (RT-qPCR).,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G149,33475,46070,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"These are separate osteosarcoma lncRNA papers, but the phase0 abstracts closely repeat qRT-PCR expression, upregulation, adverse-survival framing, knockdown/tumor-growth results, the same CCK-8/flow/Transwell/xenograft workflow, and a ceRNA target architecture. The near entity-swapped full progression supports confirmed template reuse.",LINC00839 was upregulated in OS tissues and cell lines. | OS patients characterized with high LINC00839 expression exhibited shorter overall survival than patients with low LINC00839 expression. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | Patients with OS who exhibited high CCDC144NL-AS1 expression had shorter overall survival than those who exhibited low CCDC144NL-AS1 expression.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Undercall: should be Confirmed.,,
G150,33475,46092,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Across unrelated cancers, the phase0 abstracts align in lncRNA overexpression, qPCR, ceRNA mechanism and functional testing; the combined pattern supports probable reuse.","Mechanistically, LINC00839 functions as a competitive endogenous RNA in OS by sponging miR-454-3p. | LINC00839 was upregulated in OS tissues and cell lines. | Mechanistically, ST7-AS1 functioned as competing endogenous RNA to increase TRPM7 expression by sponging miR-543. | ST7-AS1 was upregulated in cervical cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G151,33475,46093,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts share qRT-PCR, lncRNA upregulation, knockdown phenotype, and reduced in-vivo growth, but the ceRNA/target-validation wording is not closely repeated. These are common elements of the genre and do not by themselves establish pair-specific reuse.",The expression of LINC00839 in OS tissues and cell lines was determined by quantitative reverse transcription-polymerase chain reaction. | LINC00839 was upregulated in OS tissues and cell lines. | The expression levels of VPS9D1-AS1 in CRC tissues and cell lines were detected via quantitative reverse transcription-polymerase chain reaction. | Our results demonstrated the upregulated expression of VPS9D1-AS1 in CRC tissues and cell lines.,,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G152,33483,33485,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The two miRNA papers repeat closely parallel expression, functional and direct-target language across different cancers; probable template reuse is supported.","miR-936 expression was significantly downregulated in EOC tissues and cell lines. | Functional experiments indicated that ectopic miR-936 expression suppressed EOC cell proliferation, migration, and invasion; promoted cell apoptosis; and decreased tumor growth in vivo. | miR-675 expression was decreased in PTC tissues and cell lines. | Ectopic miR-675 expression suppressed PTC cell proliferation, migration, and invasion in vitro and hindered tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G153,33483,34106,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts align across altered expression, tumor-suppressive/oncogenic loss-of-function phenotype, clinicopathologic stage/metastasis association, and therapeutic-axis conclusion. Despite miRNA-versus-lncRNA architecture, the repeated multi-section reporting pattern supports probable reuse.","miR-936 expression was significantly downregulated in EOC tissues and cell lines. | Functional experiments indicated that ectopic miR-936 expression suppressed EOC cell proliferation, migration, and invasion; promoted cell apoptosis; and decreased tumor growth in vivo. | SNHG8 expression was significantly higher in ESCC tissues and cell lines. | Functional investigation showed that ablation of SNHG8 notably restricted ESCC cell proliferation, migration, and invasion while inducing apoptosis in vitro and hindered tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G154,33483,46070,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Concrete Methods reuse: a long phrase describing “proliferation, apoptosis, migration and invasion in vitro” plus “tumor growth in vivo” is repeated with the same ordered assay framework across unrelated papers.","miR-936 expression was significantly downregulated in EOC tissues and cell lines. | Cell proliferation, apoptosis, migration, and invasion in vitro, as well as tumor growth in vivo, were determined by CCK-8, flow cytometry, migration and invasion assays, and xenograft models in nude mice, respectively. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | The proliferation, apoptosis, migration, and invasion in vitro as well as tumor growth in vivo were determined in OS cells using the Cell Counting Kit 8 assay, flow cytometric analysis, transwell migration and invasion assays, and xenograf…",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G155,33485,34106,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts closely repeat the study aim, RT-qPCR expression measurement, altered tissue/cell-line expression, and proliferation/migration/invasion plus in-vivo tumor-growth result sequence. That sustained ordering across unrelated cancers supports probable reuse.","miR-675 expression was decreased in PTC tissues and cell lines. | Ectopic miR-675 expression suppressed PTC cell proliferation, migration, and invasion in vitro and hindered tumor growth in vivo. | SNHG8 expression was significantly higher in ESCC tissues and cell lines. | Functional investigation showed that ablation of SNHG8 notably restricted ESCC cell proliferation, migration, and invasion while inducing apoptosis in vitro and hindered tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G156,33485,46092,Insufficient evidence,No suspicious template reuse,High,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Only routine expression/qRT-PCR and general phenotype/clinical-association wording overlaps between a miRNA-direct-target paper and an lncRNA-ceRNA paper. No distinctive repeated Methods, mechanism, or rescue section is present.","miR-675 expression was decreased in PTC tissues and cell lines. | The expression profile of miR-675 in PTC tissues and cell lines was determined using RT-qPCR. | Herein, ST7-AS1 expression was detected in cervical cancer tissues and cell lines. | ST7-AS1 expression in cervical cancer tissues and cell lines was detected using quantitative real-time polymerase chain reaction (qRT-PCR).",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G157,33488,34106,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts share lncRNA overexpression, knockdown phenotype, qRT-PCR, and sponge terminology, but the detailed assay/mechanism/rescue wording is not sufficiently aligned. This is genre-template similarity only.","LINC00922 depletion restricted breast cancer cell proliferation, migration, and invasion but induced cell apoptosis in vitro. | LINC00922 was clearly overexpressed in breast cancer tissues and cell lines. | Functional investigation showed that ablation of SNHG8 notably restricted ESCC cell proliferation, migration, and invasion while inducing apoptosis in vitro and hindered tumor growth in vivo. | SNHG8 expression was significantly higher in ESCC tissues and cell lines.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G158,33488,39269,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts align across lncRNA overexpression, CCK-8/flow/Transwell/xenograft Methods, knockdown phenotype, and luciferase/RIP mechanism testing. This is a multi-section reuse pattern, not just genre vocabulary, so probable reuse is supported.","LINC00922 depletion restricted breast cancer cell proliferation, migration, and invasion but induced cell apoptosis in vitro. | LINC00922 was clearly overexpressed in breast cancer tissues and cell lines. | Functionally, NOP14-AS1 depletion facilitated apoptosis and impeded cell proliferation, migration, and invasion in TSCC. | NOP14-AS1 upregulation was identified in TSCC tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G159,33488,45374,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Several sections align in order: lncRNA expression, malignant phenotype, tumor growth and miRNA-sponge/target mechanism across unrelated cancers; probable reuse is supported.","LINC00922 depletion restricted breast cancer cell proliferation, migration, and invasion but induced cell apoptosis in vitro. | Additionally, its knockdown evidently repressed tumor growth of breast cancer cells in vivo. | Downregulation of LINC00958 suppressed NPC cell proliferation, migration, and invasion and induced apoptosis in vitro. | Additionally, the LINC00958 knockdown impaired tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G160,33488,46092,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 Methods contain a long repeated ordered assay sequence (CCK-8 → flow cytometry → Transwell migration/invasion), plus parallel lncRNA functional structure; probable reuse is supported.","Furthermore, bioinformatics analysis was performed to predict the potential target microRNA of LINC00922. | LINC00922 was clearly overexpressed in breast cancer tissues and cell lines. | Bioinformatics analysis was performed to predict the interaction between ST7-AS1 and microRNA-543 (miR-543). | Herein, ST7-AS1 expression was detected in cervical cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G161,33488,46093,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts repeat loss-of-function phenotype, proliferation/apoptosis/migration/invasion plus tumor-growth testing, lncRNA overexpression, and luciferase/RIP target-validation logic. The combination supports probable reuse, though the wording is not exact enough for confirmed.","LINC00922 depletion restricted breast cancer cell proliferation, migration, and invasion but induced cell apoptosis in vitro. | The cell counting kit-8 assay, flow cytometry, Transwell migration and invasion assays, and tumor model assays were performed to determine the effects of LINC00922 deficiency on breast cancer cell proliferation, apoptosis, migration and in… | Functionally, VPS9D1-AS1 interference suppressed CRC cell proliferation, migration, and invasion and promoted cell apoptosis in vitro. | Loss-of-function experiments were performed to detect the effects of VPS9D1-AS1 silencing on CRC cell proliferation, apoptosis, migration, and invasion as well as on tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G162,34106,39269,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both phase0 abstracts use the same lncRNA-ceRNA study progression: qRT-PCR expression, CCK-8/flow/Transwell/xenograft testing, overexpression with adverse clinical outcome, knockdown phenotype, sponge-axis mechanism, rescue, and therapeutic-axis conclusion. The wording is partly standardized, so probable rather than confirmed reuse is appropriate.",SNHG8 expression in ESCC tissues and cell lines was determined via reverse-transcription quantitative polymerase chain reaction. | SNHG8 expression was significantly higher in ESCC tissues and cell lines. | NOP14-AS1 expression was detected in TSCC tissues and cell lines using quantitative reverse transcription-polymerase chain reaction. | NOP14-AS1 upregulation was identified in TSCC tissues and cell lines.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G163,34106,46070,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 overlap is mainly lncRNA upregulation, qRT-PCR expression, and generic functional wording; the Methods/mechanism/rescue sequence is not closely repeated. That is genre-template similarity, not probable pair-specific reuse.","SNHG8 expression was significantly higher in ESCC tissues and cell lines. | Functional investigation showed that ablation of SNHG8 notably restricted ESCC cell proliferation, migration, and invasion while inducing apoptosis in vitro and hindered tumor growth in vivo. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | Functionally, interference in CCDC144NL-AS1 expression led to a notable decrease in the proliferation, migration, and invasion of OS cells and an increase in cell apoptosis in vitro.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G164,39269,46070,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"A concrete long Methods phrase repeats the ordered flow-cytometry/Transwell migration-invasion/xenograft sequence, together with parallel expression/prognosis structure; probable reuse is supported.",Patients with TSCC exhibiting a high NOP14-AS1 expression faced shorter overall survival than those with a low NOP14-AS1 expression. | NOP14-AS1 upregulation was identified in TSCC tissues and cell lines. | Patients with OS who exhibited high CCDC144NL-AS1 expression had shorter overall survival than those who exhibited low CCDC144NL-AS1 expression. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G165,39269,46092,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts align across lncRNA expression, qPCR, CCK-8/flow/Transwell/xenograft testing and ceRNA-rescue logic across different cancers; probable reuse is supported.","NOP14-AS1 expression was detected in TSCC tissues and cell lines using quantitative reverse transcription-polymerase chain reaction. | NOP14-AS1 upregulation was identified in TSCC tissues and cell lines. | ST7-AS1 expression in cervical cancer tissues and cell lines was detected using quantitative real-time polymerase chain reaction (qRT-PCR). | Herein, ST7-AS1 expression was detected in cervical cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G166,39269,46093,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts share qRT-PCR expression, upregulation, and a common loss-of-function phenotype, while the mechanism-testing sentences are only broadly similar. This remains genre-template similarity rather than probable reuse.","NOP14-AS1 expression was detected in TSCC tissues and cell lines using quantitative reverse transcription-polymerase chain reaction. | Functionally, NOP14-AS1 depletion facilitated apoptosis and impeded cell proliferation, migration, and invasion in TSCC. | The expression levels of VPS9D1-AS1 in CRC tissues and cell lines were detected via quantitative reverse transcription-polymerase chain reaction. | Functionally, VPS9D1-AS1 interference suppressed CRC cell proliferation, migration, and invasion and promoted cell apoptosis in vitro.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G167,39269,46431,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Beyond the standard ceRNA workflow, both abstracts converge on HMGB3 and use closely parallel expression/functional/mechanism language across different cancers; probable reuse is supported.",NOP14-AS1 upregulation was identified in TSCC tissues and cell lines. | NOP14-AS1 expression was detected in TSCC tissues and cell lines using quantitative reverse transcription-polymerase chain reaction. | LINC00504 was upregulated in breast cancer tissues and cell lines. | Expression of LINC00504 in breast cancer was analyzed by quantitative real-time polymerase chain reaction.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G168,45374,46070,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts share generic lncRNA upregulation, knockdown phenotype, in-vivo tumor-growth suppression, and sponge-axis wording, but no distinctive Methods/rescue passage is repeated. This is genre-template similarity only.","Additionally, the LINC00958 knockdown impaired tumor growth in vivo. | LINC00958 was found to be upregulated in NPC tissue specimens and cell lines. | Furthermore, CCDC144NL-AS1 knockdown impaired OS tumor growth in vivo. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
